time	A	B
0.0	100.0	0.0
0.25	88.24969025197632	11.750309748023732
0.5	77.88007831231087	22.119921687689185
0.75	68.72892784164061	31.27107215835944
1.0	60.65306592491437	39.346934075085684
1.25	53.526142785532	46.473857214468055
1.5	47.236655135816875	52.76334486418318
1.75	41.68620193454698	58.31379806545308
2.0	36.78794415253036	63.21205584746969
2.25	32.46524678349081	67.53475321650924
2.5	28.650479737056997	71.34952026294306
2.75	25.283959634238514	74.71604036576156
3.0	22.31301607167385	77.68698392832621
3.25	19.691167618860295	80.30883238113977
3.5	17.377394410041656	82.62260558995841
3.75	15.335496710886165	84.66450328911391
4.0	13.533528323701294	86.46647167629877
4.25	11.943296811309969	88.0567031886901
4.5	10.539922435681802	89.46007756431825
4.75	9.301448908516708	90.69855109148334
5.0	8.208499847123571	91.79150015287648
5.25	7.2439756866056015	92.75602431339445
5.5	6.392786105133316	93.60721389486673
5.75	5.6416139347219065	94.35838606527814
6.0	4.9787068198731035	95.02129318012693
6.25	4.393693347420365	95.60630665257968
6.5	3.8774207682323216	96.12257923176772
6.75	3.42181181679203	96.578188183208
7.0	3.0197383291160373	96.98026167088399
7.25	2.6649097210641783	97.33509027893585
7.5	2.351774573243002	97.64822542675704
7.75	2.075433776174846	97.9245662238252
8.0	1.8315638782915173	98.16843612170852
8.25	1.6163494489812529	98.3836505510188
8.5	1.4264233819379204	98.57357661806215
8.75	1.2588142158568427	98.74118578414323
9.0	1.1108996459008291	98.88910035409924
9.25	0.9803654963696944	99.01963450363037
9.5	0.8651695136515073	99.13483048634856
9.75	0.7635094157885796	99.23649058421148
10.0	0.6737946943694972	99.32620530563057
10.25	0.5946217305357696	99.4053782694643
10.5	0.524751835180753	99.4752481648193
10.75	0.46309186904421	99.53690813095585
11.0	0.40867713991506743	99.59132286008499
11.25	0.36065631003254994	99.6393436899675
11.5	0.31827807641904515	99.681721923581
11.75	0.2808794164965183	99.71912058350352
12.0	0.24787521495614562	99.7521247850439
12.25	0.218749109358654	99.7812508906414
12.5	0.19304541139482767	99.80695458860524
12.75	0.17036197756810403	99.82963802243195
13.0	0.15034391743268746	99.84965608256738
13.25	0.1326780410937087	99.86732195890635
13.5	0.11708796010705455	99.882912039893
13.75	0.10332976234957977	99.89667023765048
14.0	0.09118819565313036	99.90881180434691
14.25	0.08047330095149764	99.91952669904855
14.5	0.07101743925631893	99.92898256074373
14.75	0.06267267043791733	99.93732732956212
15.0	0.05530843789097598	99.94469156210909
15.25	0.048809525497129844	99.95119047450292
15.5	0.04307425524864937	99.95692574475142
15.75	0.03801289720974263	99.96198710279032
16.0	0.03354626548400891	99.96645373451605
16.25	0.029604475616314685	99.97039552438373
16.5	0.02612585825234865	99.97387414174769
16.75	0.023055989556549996	99.97694401044349
17.0	0.020346839531606195	99.97965316046843
17.25	0.017956023267339	99.9820439767327
17.5	0.01584613504205871	99.98415386495799
17.75	0.013984165171668474	99.98601583482838
18.0	0.012340982864400267	99.98765901713566
18.25	0.010890879217493026	99.98910912078256
18.5	0.009611167267378897	99.99038883273268
18.75	0.008481825525615654	99.99151817447444
19.0	0.007485184808199523	99.99251481519185
19.25	0.006605652564559483	99.99339434743548
19.5	0.005829467989704485	99.99417053201034
19.75	0.005144487473277274	99.99485551252677
20.0	0.004539994395041774	99.995460005605
20.25	0.0040065310207038135	99.99599346897934
20.5	0.003535751257303972	99.99646424874273
20.75	0.0031202895968782036	99.99687971040315
21.0	0.0027536459212278083	99.99724635407881
21.25	0.0024300840524677245	99.99756991594758
21.5	0.002144541676564329	99.99785545832349
21.75	0.0018925513978402322	99.9981074486022
22.0	0.0016701707921713616	99.99832982920786
22.25	0.0014739207263641185	99.99852607927367
22.5	0.0013007308396171017	99.99869926916043
22.75	0.0011478908891371048	99.9988521091109
23.0	0.0010130100518301812	99.99898698994821
23.25	0.0008939778212027502	99.99910602217884
23.5	0.000788932133414661	99.99921106786663
23.75	0.0006962299849102922	99.99930377001513
24.0	0.000614420566421019	99.9993855794336
24.25	0.0005422241935136056	99.99945777580652
24.5	0.00047851100221869977	99.99952148899781
24.75	0.0004222844177863413	99.99957771558225
25.0	0.0003726645705389557	99.9996273354295
25.25	0.00032887532212276424	99.99967112467792
25.5	0.00029023140607190126	99.99970976859396
25.75	0.00025612827606114963	99.99974387172396
26.0	0.00022603234853006983	99.99977396765149
26.25	0.00019947281038652483	99.99980052718963
26.5	0.00017603406629674234	99.99982396593373
26.75	0.0001553495292609294	99.99984465047076
27.0	0.0001370954470920345	99.99986290455294
27.25	0.00012098602532512753	99.9998790139747
27.5	0.0001067694537610755	99.99989323054626
27.75	9.422396336371168e-05	99.99990577603667
28.0	8.315289516609971e-05	99.99991684710487
28.25	7.338246802287711e-05	99.99992661753201
28.5	6.476041172028696e-05	99.99993523958831
28.75	5.7151074965132974e-05	99.99994284892507
29.0	5.043566564132252e-05	99.99994956433439
29.25	4.450942229891115e-05	99.99995549057773
29.5	3.9279326652067884e-05	99.99996072067339
29.75	3.466407934577186e-05	99.99996533592069
30.0	3.0590888339621634e-05	99.99996940911169
30.25	2.699646234738949e-05	99.99997300353769
30.5	2.382430497384747e-05	99.99997617569505
30.75	2.102505890349079e-05	99.99997897494113
31.0	1.855500775200092e-05	99.99998144499229
31.25	1.637469132554129e-05	99.9999836253087
31.5	1.4450536476540684e-05	99.99998554946355
31.75	1.2752552717903573e-05	99.99998724744731
32.0	1.125382509647524e-05	99.99998874617494
32.25	9.931365076491499e-06	99.99999006863496
32.5	8.764384752421088e-06	99.99999123561528
32.75	7.734421425799164e-06	99.9999922655786
33.0	6.825656527611923e-06	99.9999931743435
33.25	6.023630531967874e-06	99.9999939763695
33.5	5.315727684381555e-06	99.99999468427234
33.75	4.691080423474475e-06	99.9999953089196
34.0	4.139617289601679e-06	99.99999586038274
34.25	3.6532748305076626e-06	99.9999963467252
34.5	3.2240228807626947e-06	99.99999677597714
34.75	2.845166662717448e-06	99.99999715483337
35.0	2.5109377232786803e-06	99.99999748906231
35.25	2.216033902601732e-06	99.99999778396614
35.5	1.955658955046712e-06	99.99999804434108
35.75	1.7256256155083285e-06	99.99999827437442
36.0	1.5224019488323633e-06	99.9999984775981
36.25	1.3429993944269904e-06	99.99999865700065
36.5	1.1849853493314546e-06	99.99999881501469
36.75	1.0456595345883543e-06	99.9999989543405
37.0	9.226709263659828e-07	99.99999907732911
37.25	8.142514690621608e-07	99.99999918574856
37.5	7.188536549394351e-07	99.99999928114637
37.75	6.346465170855335e-07	99.99999936535352
38.0	5.602673355432032e-07	99.99999943973269
38.25	4.934922805669261e-07	99.99999950650775
38.5	4.363479960506246e-07	99.99999956365203
38.75	3.8533330669717254e-07	99.99999961466672
39.0	3.4007801042566957e-07	99.99999965992201
39.25	3.001822198128107e-07	99.9999996998178
39.5	2.650096379046543e-07	99.9999997349904
39.75	2.3402463485300638e-07	99.99999976597539
40.0	2.0673054836091407e-07	99.99999979326948
40.25	1.826309892002206e-07	99.99999981736903
40.5	1.6138399293363948e-07	99.99999983861603
40.75	1.4269932126877626e-07	99.9999998573007
41.0	1.261916110359814e-07	99.9999998738084
41.25	1.1147549906560537e-07	99.99999988852453
41.5	9.826321919210498e-08	99.99999990173681
41.75	8.6596237856047e-08	99.9999999134038
42.0	7.630721296898052e-08	99.99999992369283
42.25	6.720377229851245e-08	99.99999993279626
42.5	5.776929815121289e-08	99.99999994223074
42.75	5.136687578811963e-08	99.99999994863317
43.0	4.5500777070362514e-08	99.99999995449927
43.25	4.0171001997941535e-08	99.99999995982904
43.5	3.5377550570856687e-08	99.99999996462249
43.75	3.109182183547653e-08	99.99999996890823
44.0	2.726362638086275e-08	99.99999997273642
44.25	2.3892031822575092e-08	99.99999997610801
44.5	2.097703816061355e-08	99.999999979023
44.75	1.851202926853374e-08	99.99999998148802
45.0	1.6348286002050442e-08	99.99999998365176
45.25	1.4424358609075769e-08	99.9999999855757
45.5	1.2740247089609723e-08	99.9999999872598
45.75	1.1295951443652303e-08	99.9999999887041
