time	X	Y	Z
0.0	1.0	0.7	0.0
0.1	1.0	0.6991067142714665	0.006536301660378234
0.2	1.0	0.6982267278280508	0.012974958125414531
0.30000000000000004	1.0	0.6973598426777871	0.019317426821673176
0.4	1.0	0.696505863771678	0.025565143486680906
0.5	1.0	0.695664598963604	0.0317195224641335
0.6000000000000001	1.0	0.6948358589677512	0.037781957017382545
0.7000000000000001	1.0	0.6940194573161897	0.043753819641824156
0.8	1.0	0.6932152103170107	0.04963646237319581
0.9	1.0	0.692422937013038	0.05543121709166061
1.0	1.0	0.6916424591411123	0.061139395821674554
1.1	1.0	0.6908736010920052	0.06676229102724503
1.2000000000000002	1.0	0.6901161898709098	0.07230117590294843
1.3	1.0	0.6893700550585231	0.07775730466060209
1.4000000000000001	1.0	0.6886350287727043	0.0831319128117119
1.5	1.0	0.6879109456307059	0.08842621744571272
1.6	1.0	0.6871976427119618	0.09364141750411055
1.7000000000000002	1.0	0.6864949595214348	0.0987786940505345
1.8	1.0	0.6858027379535042	0.10383921053679437
1.9000000000000001	1.0	0.6851208222563947	0.1088241130649888
2.0	1.0	0.684449058997134	0.11373453064571556
2.1	1.0	0.6837872970270293	0.11857157545246762
2.2	1.0	0.683135387447662	0.12333634307223125
2.3000000000000003	1.0	0.6824931835773851	0.12802991275238348
2.4000000000000004	1.0	0.6818605409183214	0.13265334764390632
2.5	1.0	0.6812373171238517	0.13720769504101313
2.6	1.0	0.6806233719665876	0.14169398661719732
2.7	1.0	0.6800185673068221	0.14611323865778175
2.8000000000000003	1.0	0.6794227670614466	0.15046645228902644
2.9000000000000004	1.0	0.6788358371733355	0.1547546137038154
3.0	1.0	0.6782576455811822	0.15897869438401085
3.1	1.0	0.6776880621897858	0.163139651319496
3.2	1.0	0.6771269588407826	0.16723842722395524
3.3000000000000003	1.0	0.6765742092838077	0.17127595074748048
3.4000000000000004	1.0	0.6760296891480913	0.17525313668598802
3.5	1.0	0.6754932759144755	0.17917088618753446
3.6	1.0	0.6749648488878481	0.1830300869555793
3.7	1.0	0.6744442891699859	0.1868316134492217
3.8000000000000003	1.0	0.6739314796328034	0.19057632708045466
3.9000000000000004	1.0	0.6734263048920004	0.1942650764084997
4.0	1.0	0.6729286512810999	0.1978986973312489
4.1000000000000005	1.0	0.672438406825874	0.20147801327386605
4.2	1.0	0.6719554612191494	0.20500383537458833
4.3	1.0	0.6714797057959898	0.208476962667758
4.4	1.0	0.671011033509246	0.21189818226413984
4.5	1.0	0.6705493389054723	0.2152682695285554
4.6000000000000005	1.0	0.670094518101196	0.21858798825489809
