time	mA	A	mB	B	mC	C
86.0	0.13748870438931263	0.7927794044245313	31.685310485001224	14.736351075268637	16.64170055398655	39.865686362030765
87.0	0.13897052230451273	0.37072133195853757	61.63235643160086	36.683738195040306	6.228657523577727	20.848581896737766
88.0	0.41705282670209026	0.3016544815711861	80.5672972128518	60.21208281052243	2.3173347574436787	9.974097039543123
89.0	1.8367321756718256	0.7823779144056997	79.8464678594811	74.30748047518591	0.8656712516839028	4.527709413415315
90.0	8.286315836464714	3.348296711897147	45.96861533050457	66.36393902935646	0.330741983214143	1.988999484809908
91.0	28.746100919824418	13.095535441948801	18.34938710794354	42.237470713851714	0.14575495364133886	0.8617536713886056
92.0	58.922598330084206	34.18178822179904	6.879804509948607	22.36341127142699	0.13098149209873708	0.39569771025052825
93.0	79.36624318673903	58.11763649345669	2.5597034644574306	10.77249657224169	0.3633591407316764	0.2923071091214017
94.0	81.41194759762112	73.63545617513113	0.9554067770271127	4.910904353968115	1.5744736917040358	0.6847430734856523
95.0	49.84272971927641	68.32318763878405	0.3634305455524818	2.162927088046408	7.163152284689665	2.885143385877745
96.0	20.223157720195207	44.671046824685014	0.1555736182849265	0.937076327821246	25.928163211491757	11.586110543430776
97.0	7.598582068876074	23.9662361058541	0.12509546264358806	0.42405357386563913	56.09275338471198	31.70820765322137
98.0	2.8275065808837776	11.628474336271767	0.3177932503160276	0.2872215662315071	77.99997002991998	55.93723191280884
99.0	1.054603292694583	5.324690485972125	1.350286985670162	0.6025080685833251	82.5414346164042	72.74947865937573
100.0	0.39970447301832335	2.351627305364047	6.17871144392597	2.4845439871932924	53.82409155154559	70.07356926986091
