time	mA	A	mB	B	mC	C
0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.0	9.021497878155662	7.249208486571899	8.067031906964518	6.443575143743574	9.045122476197237	7.074399384355764
2.0	4.57381071983409	6.488336201062046	4.21013525520844	5.829487344958836	4.874597711409244	6.544610110646961
3.0	3.6232699614517805	4.810556504770131	3.652816629678438	4.4786490505269665	4.288901063623469	5.146147040591208
4.0	3.8728891748575607	4.144059262646788	4.533702177374452	4.258613197349815	4.88141902746708	4.832650054392075
5.0	3.987138915627352	4.023219418351788	5.290368438499595	4.734598625800025	4.760004841796402	4.8625631838745615
6.0	4.178545738331304	4.054683637170331	5.615315499800586	5.226385802505311	4.154899097251699	4.5811000316950725
7.0	4.776311957470342	4.329306215851396	5.479319003884507	5.450134246199611	3.6354367588004	4.107577011294384
8.0	5.730504239679122	4.953237276194407	4.804035134926872	5.244839899860695	3.457146325483926	3.721180192206467
9.0	6.534590237058936	5.7697252187568555	3.851901987822972	4.617917024560259	3.8021772676365817	3.6485934034359233
10.0	6.393281379677332	6.266384199837	3.0673065403420976	3.8264193590798055	4.88401341094212	4.100133188676501
11.0	5.114759293942134	5.91950633322113	2.7623605782617533	3.2033703088605234	6.759960071200906	5.253466896680945
12.0	3.503745243182046	4.808916534090579	3.2002801287050335	3.0373234084170333	8.600549518822891	6.932855836985837
13.0	2.3402640054867803	3.5225259393612838	4.886109070032887	3.675546127323602	8.456726242484459	8.080516500042695
14.0	1.864004266081897	2.562417491349559	8.541911529148143	5.674071671303439	5.965702250413788	7.472014096460349
15.0	2.2368354054853503	2.203001325189408	13.277898022210342	9.27432822456112	3.311345946140084	5.499282091151146
16.0	4.240377772432999	2.834339012711426	13.973492846102669	12.42354943843547	1.7176842329082573	3.4734371701722133
17.0	10.073850886876691	5.588050406181885	8.91798249499146	11.68648739647346	1.0440070589574586	2.0770756761174227
18.0	21.39159115230545	12.384763676899453	4.144474757084219	8.053490289644497	1.0777576329283738	1.3977050318887534
19.0	29.395362284299537	21.675839139130577	1.7363970309551116	4.5954584961141505	2.258765620563612	1.5362281494563503
20.0	21.249675057191947	24.278908080451846	0.7477009808016426	2.3766326968929277	6.921098068686498	3.403356073478988
21.0	9.620238254508763	17.814474548593623	0.4228230942391808	1.203689840208227	20.790289728441728	10.092497515536598
22.0	3.770799693574821	10.224621906205964	0.5411795163520858	0.7273707912861753	43.580466878789906	25.153605508762922
23.0	1.4399988831119062	5.175269689720129	1.5771221794745782	0.907952936302454	56.02461797353137	42.595875243271344
24.0	0.5591033264256109	2.446208314527335	6.070247484984322	2.6610595761980496	38.96172070765779	46.16891066117157
25.0	0.2483063601741185	1.1210558659826277	21.25555405171468	9.611570915928576	16.77109398841876	32.82431940729427
26.0	0.20943879416250594	0.5428453419879982	48.90346207464282	26.880020985820007	6.399078976059321	18.38007309276864
27.0	0.5217994009762836	0.4176019299426331	71.13730776697219	49.7424790428161	2.396676300506599	9.137857452692531
28.0	2.11900350489179	0.9448373427915739	71.22510147336055	65.00080568224223	0.899609299874508	4.251574160317375
29.0	9.079559829285545	3.7532422828516125	39.76547444668504	58.066613475406044	0.3469216132795425	1.9013646326473725
30.0	30.059313373049704	13.973148415146293	15.82660157485402	36.7429113324655	0.1593380438959373	0.8380940835576063
31.0	59.66127543857222	35.17752022706077	5.939871470545211	19.406443966342156	0.16117229642589884	0.4001234496550424
32.0	78.8360997344341	58.5220121915297	2.212955166406891	9.338317333504026	0.47770064145323243	0.33733394382794335
33.0	76.62203780943523	72.19968854964164	0.8279967080753958	4.2557461783173105	2.0774677812975373	0.8865323555663622
34.0	42.31664181781396	63.0910510909901	0.31794098920205516	1.8754629005505834	9.194908209985694	3.7462326484119193
35.0	16.746732192358802	39.52202944516345	0.14421410729788087	0.8163198823273619	30.7288985738886	14.233690898421228
36.0	6.273863434649855	20.764755421768132	0.1423870047988524	0.3822105845877698	60.65535665137292	35.8462168358799
37.0	2.3349035666016573	9.960402595460387	0.41984627560592036	0.307735190498305	79.94899284774559	59.419940310041156
38.0	0.8724018140711713	4.529266752130496	1.838218658520791	0.786122496888339	79.44251694265091	73.7113803595823
39.0	0.33338241842946226	1.9921177720374263	8.27118532482864	3.346124450919228	45.78570131804991	65.96992566468506
40.0	0.14698139107465996	0.8639639920088733	28.677284570499125	13.066619664877104	18.286062074838924	42.027379351944276
41.0	0.13215150323560204	0.3971997126422636	58.82831939464929	34.11484709183296	6.8570750039063375	22.263159201254386
42.0	0.3664863683919403	0.2941456771986004	79.2808580087458	58.037329559769354	2.551437181629322	10.72730524343273
43.0	1.5870723977001557	0.6901525864571066	81.24748007864767	73.53246423999218	0.9524016005756547	4.8912546887737705
44.0	7.213175879770578	2.9065264534993642	49.59935342612597	68.13435369459451	0.3623764273219626	2.1546108272449813
45.0	26.051307838905906	11.652686424587637	20.109162166620525	44.49626459021075	0.15534283607517368	0.933680826560453
46.0	56.21517590088485	31.81625555281561	7.555145570037263	23.85906333929568	0.12559974177911146	0.4229065965031454
47.0	78.05260334100666	56.029852938837145	2.811368253264361	11.572977536823043	0.32053347358009887	0.28777708783764394
48.0	82.46074943131035	72.7761142839176	1.0486384111463256	5.298321508650689	1.3632010108621968	0.6073842107554057
49.0	53.56533873521798	69.94941609231574	0.3975294676487577	2.339736081941897	6.235041080977619	2.5075263011416977
50.0	22.14007445415963	46.987962181179654	0.1663380626253609	1.014114684760003	23.410821650311156	10.287857247757303
51.0	8.339279203523404	25.54592890445467	0.12136949489863398	0.4539515662409392	53.335659195246635	29.422766251476315
52.0	3.10379623686114	12.484263295099808	0.28152092564799724	0.2861009791674245	76.5667601824076	53.81587342605223
53.0	1.1569879516065282	5.741562198233221	1.170226520934507	0.5376736126500795	83.2315854475359	71.73778116455568
54.0	0.43725600664256514	2.5426702772441945	5.371363620530322	2.159771014528615	57.585865650990335	71.4900660081732
55.0	0.17930026325682458	1.1028767321513684	20.89661340639865	9.034923237245122	24.36917419324093	49.50855378631771
56.0	0.1190078959018238	0.4891406747447405	50.329036591495395	27.055513066952546	9.207919810309432	27.323786988634048
57.0	0.24855284120744886	0.2882771868178211	74.89887085995466	51.50198005873991	3.428205203807201	13.460645090729079
58.0	1.0051701271973816	0.4795069030235502	83.63396538556252	70.50410662733609	1.2772447891302108	6.22059066970734
59.0	4.618722423670576	1.8599881156723548	61.57356197667816	72.75794432104824	0.4814600163177321	2.763187565138578
60.0	18.549315195297	7.903508704983297	26.802801523496573	52.046799580473916	0.1941509116345271	1.1998341421658483
61.0	47.24494444468715	24.75306054474351	10.166914372582188	29.19314049549118	0.11831961101268043	0.5283439120234258
62.0	73.06845137050362	49.12059890581864	3.7869371311792643	14.504580665713844	0.2207985548310828	0.29395257494556976
63.0	83.71910246601544	69.10846770041404	1.4102827858533205	6.737180985956119	0.8642903929659157	0.4313707023266416
64.0	65.43492991250653	73.74070047100895	0.5304549554265222	3.0022596012076472	3.9664750011626713	1.6026806682780699
65.0	29.44992051247095	54.58436404562012	0.210975122626816	1.305450267790744	16.383472432476587	6.890753328416896
66.0	11.224520658568997	31.153781673175807	0.11919736740392073	0.5717203995149603	44.11386355747612	22.53446894737445
67.0	4.183310625298611	15.619208882521463	0.1975482369784975	0.3029417617435531	71.08131966382896	46.687287039217715
68.0	1.557346466391495	7.293723204562257	0.7441462374830753	0.3919496635109619	83.52801803419237	67.56938376433732
69.0	0.5846946729584777	3.261222871538049	3.4031830049497023	1.382436173412253	69.07299788954943	74.42868830314808
70.0	0.2299157632333198	1.4203764204895282	14.404146986399677	5.990262970095331	32.317895542215325	57.09868558208274
71.0	0.12157648732656468	0.6195264080272331	40.96359421958421	20.41339718781354	12.39015824295241	33.20449106591484
72.0	0.17820334898204204	0.3151402835317553	68.94038470397473	44.2143446892128	4.6211677266921125	16.807785397437176
73.0	0.6417423472643605	0.36012947761365105	83.09405312942157	65.90013965001845	1.7198811266211302	7.892847635609544
74.0	2.9180002010727777	1.194354808466378	72.39625433236196	74.81973313258234	0.6447090110215158	3.5415772101984353
75.0	12.610893035176439	5.194274584299449	35.41029150125438	59.56382970032194	0.2511476934205617	1.5453532294954202
76.0	37.82261205950657	18.4010060298651	13.674099276267619	35.34285215000406	0.12542157512262161	0.6720682496911264
77.0	66.64870192123901	41.71402817017526	5.1047863563072235	18.073518383694037	0.16226103718572318	0.33049874731377554
78.0	82.44353107606419	64.1114871133269	1.8995011898724827	8.537332723900388	0.5545055579220893	0.3349733626192124
79.0	75.32906383511448	74.91998744121494	0.7110917913023758	3.84493999236748	2.500996466575007	1.03410109294567
80.0	38.724862458730165	61.95092288858624	0.2748724631444413	1.6811890511461267	10.999124529693214	4.4943806029629725
81.0	15.087374293144874	37.56505830014953	0.1307217961341199	0.7296914881298344	34.72013798560536	16.506363786497374
82.0	5.638886012711427	19.41948963097533	0.14930031596740997	0.3490133698330298	64.21060834708578	39.199265076192404
83.0	2.097994219300659	9.230079378080859	0.48023501023904075	0.315698320621921	81.59643291262746	62.21268054389025
84.0	0.7845024370420328	4.173038405854506	2.143228621342747	0.8978770270163621	77.82013111544073	74.74294824182148
85.0	0.3013183652876847	1.8287575409358725	9.56101288686593	3.88192563831345	42.25127925150409	64.22863600487227
