time	X	Y	Z
0.0	0.5	0.5	0.5
3.872216844143272e-06	0.4995111326234269	0.501	0.49999322362052273
7.76749167141915e-06	0.49902232121798695	0.502	0.49998641121083
1.168613118932137e-05	0.49853356658444375	0.503	0.49997956225772583
1.5628448193203674e-05	0.4980448695392993	0.504	0.49997267623792735
1.9594761728420543e-05	0.4975562309152124	0.505	0.4999657526177967
2.3585397257896072e-05	0.49706765156143123	0.506	0.49995879085306383
2.760068683534032e-05	0.4965791323442402	0.507	0.49995179038854026
3.164096928434289e-05	0.4960906741474222	0.508	0.4999447506578228
3.570659038358444e-05	0.4956022778727363	0.509	0.4999376710829875
3.979790305841849e-05	0.4951139444404123	0.51	0.4999305510742728
4.3915267579087904e-05	0.49462567478966174	0.511	0.49992339002975217
4.80590517658536e-05	0.4941374698792075	0.512	0.4999161873349946
5.2229631201326386e-05	0.4936493306878312	0.513	0.4999089423627141
5.6427389450307365e-05	0.4931612582149403	0.514	0.49990165447240614
6.065271828745754e-05	0.4926732534811554	0.515	0.49989432300997155
6.490601793313323e-05	0.49218531752891853	0.516	0.4998869473073267
6.918769729774098e-05	0.491697451423123	0.517	0.4998795266819998
7.349817423498375e-05	0.4912096562517667	0.518	0.4998720604367127
7.783787580438884e-05	0.49072193312662904	0.519	0.49986454785894674
8.220723854352863e-05	0.4902342831839726	0.52	0.49985698822049357
8.660670875036623e-05	0.48974670758527133	0.521	0.49984938077698843
9.103674277618095e-05	0.4892592075179656	0.522	0.49984172476742644
9.549780732955236e-05	0.4887717841962457	0.523	0.4998340194136606
9.999037979190735e-05	0.48828443886186523	0.524	0.4998262639198807
0.00010451494854516144	0.4877971727849859	0.525	0.49981845747207215
0.00010907201331201428	0.4873099872650541	0.526	0.4998105992374542
0.00011366208550948998	0.48682288363171217	0.527	0.4998026883638963
0.0001182856886163448	0.4863358632457453	0.528	0.4997947239793114
0.00012294335855499977	0.4858489275000655	0.529	0.49978670519102564
0.0001276356440886918	0.4853620778207349	0.53	0.4997786310851226
0.00013236310723457602	0.48487531566803016	0.531	0.4997705007257616
0.0001371263236935539	0.4843886425375495	0.532	0.49976231315446834
0.00014192588329764514	0.48390205996136537	0.533	0.49975406738939654
0.00014676239047576906	0.48341556950922404	0.534	0.49974576242455937
0.00015163646473885078	0.4829291727897951	0.535	0.49973739722902916
0.00015654874118522176	0.4824428714519729	0.536	0.49972897074610345
0.0001614998710273405	0.4819566671862332	0.537	0.49972048189243606
0.00016649052214092104	0.48147056172604685	0.538	0.4997119295571314
0.00017152137963762125	0.4809845568493545	0.539	0.4997033126007997
