time	A	B
0.0	100.0	10.0
0.1	95.4830852005818	14.51691479941823
0.2	91.31344746860294	18.686552531397076
0.30000000000000004	87.46438672618294	22.53561327381708
0.4	83.91125595577284	26.088744044227177
0.5	80.63130263864521	29.36869736135479
0.6000000000000001	77.60352409638776	32.39647590361224
0.7000000000000001	74.80853232397155	35.19146767602845
0.8	72.22842973122681	37.77157026877319
0.9	69.8466948539352	40.15330514606478
1.0	67.64807645804436	42.35192354195565
1.1	65.6184958606491	44.381504139350895
1.2000000000000002	63.744956730243196	46.255043269756804
1.3	62.01546220237912	47.98453779762088
1.4000000000000001	60.41893753859078	49.58106246140922
1.5	58.945159488457676	51.054840511542324
1.6	57.58469092679373	52.41530907320627
1.7000000000000002	56.328820155515785	53.671179844484215
1.8	55.16950529609112	54.83049470390888
1.9000000000000001	54.0993228366486	55.9006771633514
2.0	53.111419907986495	56.888580092013505
2.1	52.19947054963381	57.80052945036619
2.2	51.35763518417065	58.64236481582935
2.3000000000000003	50.58052310071703	59.41947689928297
2.4000000000000004	49.86315848111596	60.13684151888404
2.5	49.200947578842545	60.799052421157455
2.6	48.589649751144094	61.410350248855906
2.7	48.025350770402326	61.974649229597674
2.8000000000000003	47.50443704247333	62.49556295752667
2.9000000000000004	47.023573086602646	62.976426913397354
3.0	46.57967970240945	63.42032029759055
3.1	46.16991447546368	63.830085524536315
3.2	45.791653469378915	64.20834653062109
3.3000000000000003	45.44247455388793	64.55752544611205
3.4000000000000004	45.120141803040575	64.8798581969594
3.5	44.82259117298161	65.17740882701838
3.6	44.54791732024307	65.45208267975691
3.7	44.29436139482657	65.70563860517342
3.8000000000000003	44.06029980356583	65.93970019643416
3.9000000000000004	43.84423374048914	66.15576625951086
4.0	43.64477957821884	66.35522042178115
4.1000000000000005	43.460660206704475	66.53933979329553
4.2	43.290696577003274	66.70930342299673
4.3	43.13380038444043	66.86619961555957
4.4	42.988966949023435	67.01103305097656
4.5	42.85526882117611	67.1447311788239
4.6000000000000005	42.731849916200964	67.26815008379904
4.7	42.61791988076037	67.38208011923963
4.800000000000001	42.51274921276445	67.48725078723555
4.9	42.415664446431016	67.58433555356899
5.0	42.32604391066199	67.67395608933802
5.1000000000000005	42.24331374186031	67.7566862581397
5.2	42.16694415217928	67.83305584782072
5.300000000000001	42.096446146582245	67.90355385341775
5.4	42.031368277424896	67.9686317225751
5.5	41.97129383353488	68.02870616646511
5.6000000000000005	41.91583813719825	68.08416186280174
5.7	41.86464607036212	68.13535392963787
5.800000000000001	41.81738984932662	68.18261015067338
5.9	41.773766848141754	68.22623315185824
6.0	41.73349774205622	68.26650225794377
6.1000000000000005	41.69632467455564	68.30367532544435
6.2	41.662009602292216	68.33799039770776
6.300000000000001	41.63033280650651	68.36966719349347
6.4	41.60109143265578	68.39890856734418
6.5	41.574098243871184	68.42590175612878
6.6000000000000005	41.5491803920036	68.45081960799637
6.7	41.52617830954136	68.4738216904586
6.800000000000001	41.50494471566258	68.49505528433738
6.9	41.48534363504441	68.51465636495556
7.0	41.46724955914574	68.53275044085422
7.1000000000000005	41.45054662355878	68.54945337644119
7.2	41.43512786612784	68.56487213387213
7.300000000000001	41.420894561977455	68.57910543802251
7.4	41.40775556377388	68.59224443622608
7.5	41.39562674107687	68.6043732589231
7.6000000000000005	41.38443042756394	68.61556957243603
7.7	41.37409492836221	68.62590507163776
7.800000000000001	41.3645540698542	68.63544593014576
7.9	41.355746742619395	68.64425325738057
8.0	41.34761654526572	68.65238345473425
8.1	41.34011142662131	68.65988857337867
8.200000000000001	41.333183326951364	68.66681667304861
8.3	41.326787875613704	68.67321212438627
8.4	41.32088412243409	68.67911587756589
8.5	41.315434286927584	68.6845657130724
8.6	41.31040345105339	68.6895965489466
8.700000000000001	41.3057594003537	68.69424059964628
8.8	41.301472415063216	68.69852758493678
8.9	41.297515020604614	68.70248497939538
9.0	41.29386188377109	68.7061381162289
9.1	41.29048962298048	68.70951037701951
9.200000000000001	41.287376625617895	68.71262337438209
9.3	41.28450296988073	68.71549703011925
9.4	41.281850256011374	68.7181497439886
9.5	41.27940148680469	68.7205985131953
9.600000000000001	41.27714099191984	68.72285900808014
9.700000000000001	41.27505428755609	68.7249457124439
9.8	41.27312800720006	68.72687199279993
9.9	41.2713498351562	68.72865016484378
10.0	41.269708382425385	68.73029161757461
10.100000000000001	41.26819312536754	68.73180687463245
10.200000000000001	41.26679436993949	68.7332056300605
10.3	41.265503160074466	68.73449683992551
10.4	41.264311216936086	68.73568878306389
10.5	41.26321091468906	68.73678908531092
10.600000000000001	41.26219521261747	68.73780478738252
10.700000000000001	41.26125759630166	68.73874240369832
10.8	41.26039206687424	68.73960793312575
10.9	41.2595930887767	68.74040691122329
11.0	41.25885553651165	68.74114446348834
11.100000000000001	41.25817468872794	68.74182531127204
11.200000000000001	41.2575461901804	68.74245380981958
11.3	41.2569660103034	68.74303398969658
11.4	41.25643043499115	68.74356956500884
11.5	41.25593603910255	68.74406396089745
11.600000000000001	41.2554796549783	68.74452034502168
11.700000000000001	41.25505835714668	68.7449416428533
11.8	41.25466945206774	68.74533054793224
11.9	41.25431044243751	68.74568955756249
12.0	41.253979028959044	68.74602097104095
12.100000000000001	41.25367309737604	68.74632690262395
12.200000000000001	41.253390698826074	68.74660930117392
12.3	41.25313001894773	68.74686998105227
12.4	41.25288938613491	68.74711061386509
12.5	41.25266725185058	68.7473327481494
12.600000000000001	41.25246219037139	68.7475378096286
12.700000000000001	41.25227290234952	68.74772709765047
12.8	41.25209817081713	68.74790182918285
12.9	41.251936861573604	68.74806313842637
13.0	41.25178794528469	68.74821205471528
13.100000000000001	41.25165048299938	68.74834951700059
13.200000000000001	41.25152359143833	68.74847640856164
13.3	41.25140644866383	68.74859355133614
13.4	41.25129831309669	68.74870168690327
13.5	41.251198497461274	68.7488015025387
13.600000000000001	41.25110635737809	68.74889364262188
13.700000000000001	41.25102129400992	68.74897870599006
13.8	41.25094277270519	68.74905722729478
13.9	41.25087029200691	68.74912970799306
14.0	41.25080338290645	68.74919661709353
14.100000000000001	41.25074161349718	68.74925838650277
14.200000000000001	41.25068459872336	68.7493154012766
14.3	41.2506319724801	68.74936802751986
14.4	41.25058339196839	68.74941660803157
14.5	41.25053853645024	68.74946146354971
14.600000000000001	41.25049712804264	68.74950287195732
14.700000000000001	41.25045890608005	68.7495410939199
14.8	41.25042362406542	68.74957637593454
14.9	41.250391051313535	68.74960894868643
15.0	41.250360979943494	68.74963902005646
15.100000000000001	41.25033322368057	68.74966677631939
15.200000000000001	41.25030760408208	68.74969239591789
15.3	41.25028395426471	68.74971604573525
15.4	41.25026211959685	68.74973788040313
15.5	41.250241965605824	68.74975803439415
15.600000000000001	41.250223363451255	68.74977663654872
15.700000000000001	41.25020619205006	68.74979380794991
15.8	41.25019033777366	68.74980966222631
15.9	41.25017570149899	68.74982429850098
16.0	41.25016219172109	68.74983780827888
16.1	41.250149721415674	68.7498502785843
16.2	41.25013820924669	68.74986179075327
16.3	41.25012757815364	68.74987242184633
16.400000000000002	41.25011777060402	68.74988222939595
16.5	41.25010871646565	68.74989128353432
16.6	41.250100358195866	68.7498996418041
16.7	41.250092641500174	68.74990735849978
16.8	41.250085519788435	68.74991448021153
16.900000000000002	41.250078947269635	68.74992105273033
17.0	41.25007288050137	68.7499271194986
17.1	41.25006727906813	68.74993272093184
17.2	41.250062105581314	68.74993789441865
17.3	41.25005732626245	68.74994267373752
17.400000000000002	41.250052911188874	68.7499470888111
17.5	41.25004883294674	68.74995116705323
17.6	41.25004506726415	68.74995493273582
17.7	41.250041593022374	68.7499584069776
17.8	41.250038391885305	68.74996160811467
17.900000000000002	41.250035438766815	68.74996456123316
18.0	41.250032711835	68.74996728816498
18.1	41.25003019424726	68.74996980575271
18.2	41.25002787118287	68.74997212881709
18.3	41.250025729842946	68.74997427015703
18.400000000000002	41.250023757700276	68.7499762422997
18.5	41.25002193717248	68.7499780628275
18.6	41.250020255720116	68.74997974427986
18.7	41.250018702603676	68.74998129739629
18.8	41.250017268327056	68.74998273167292
18.900000000000002	41.250015944637575	68.74998405536239
19.0	41.25001470499503	68.74998529500493
19.1	41.25001358600228	68.74998641399769
19.200000000000003	41.25001254632085	68.74998745367911
19.3	41.250011582842454	68.74998841715751
19.400000000000002	41.250010692458794	68.74998930754117
19.5	41.250009871804174	68.74999012819578
19.6	41.25000911466648	68.74999088533347
19.700000000000003	41.25000841619225	68.74999158380771
19.8	41.25000777221076	68.74999222778919
19.900000000000002	41.2500071785513	68.74999282144866
20.0	41.25000663104318	68.74999336895678
20.1	41.25000612551567	68.74999387448429
20.200000000000003	41.25000565820877	68.74999434179118
20.3	41.250005227824786	68.74999477217517
20.400000000000002	41.25000483151911	68.74999516848085
20.5	41.250004466055806	68.74999553394416
20.6	41.25000412819897	68.74999587180099
20.700000000000003	41.25000381471266	68.7499961852873
20.8	41.25000352236097	68.74999647763899
20.900000000000002	41.25000324903896	68.74999675096097
21.0	41.250002996564085	68.74999700343587
21.1	41.25000276371062	68.74999723628933
21.200000000000003	41.25000254886328	68.74999745113666
21.3	41.250002350406774	68.74999764959317
21.400000000000002	41.250002166725814	68.74999783327412
21.5	41.25000199620511	68.74999800379483
21.6	41.25000180198969	68.74999819801025
21.700000000000003	41.25000167127524	68.74999832872469
21.8	41.25000154759762	68.74999845240232
21.900000000000002	41.25000143095681	68.74999856904313
22.0	41.25000132135281	68.74999867864713
22.1	41.250001218785634	68.7499987812143
22.200000000000003	41.250001123255274	68.74999887674467
22.3	41.25000103436684	68.7499989656331
22.400000000000002	41.25000095147815	68.7499990485218
22.5	41.25000087458021	68.74999912541973
22.6	41.25000080367302	68.74999919632693
22.700000000000003	41.25000073875658	68.74999926124336
22.8	41.2500006798309	68.74999932016904
22.900000000000002	41.25000062689597	68.74999937310398
23.0	41.250000579291466	68.74999942070849
23.1	41.25000053497778	68.74999946502217
23.200000000000003	41.250000493810575	68.74999950618938
23.3	41.25000045578984	68.74999954421011
23.400000000000002	41.250000420915576	68.74999957908437
23.5	41.25000038918779	68.74999961081217
23.6	41.25000036060647	68.74999963939348
23.700000000000003	41.25000033496759	68.74999966503236
23.8	41.25000031101661	68.74999968898334
23.900000000000002	41.250000288539304	68.74999971146065
24.0	41.25000026753567	68.74999973246427
24.1	41.250000248005705	68.74999975199425
24.200000000000003	41.250000229949414	68.74999977005054
24.3	41.25000021336679	68.74999978663315
24.400000000000002	41.25000019822756	68.74999980177239
24.5	41.250000184072	68.74999981592795
24.6	41.25000017074493	68.74999982925502
